spoken_hook,spoken_hook_framework,spoken_hook_structure,visual_hook_graphic,visual_hook_movement,visual_hook_layout,text_hook,audio_hook_structure,video_link,niche,content_type,performance_rank,views
"Buying a home is great, but its also really dangerous. Too many people dont really take into account that when youre buying a home, youre getting a mortgage, this is a six-figure debt thats tied to your name.","[X decision] is great, but its also really dangerous. Too many people dont really take into account that [Y hidden risk]",Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/themortgagekitchen/reel/C_9OcsES4xw/?hl=en,Content Marketing,Education,8,2228407
"This is how to transform your scenes using AI, explained in one minute. Welcome back to another episode of Edit Like Its 3005, a series where I break down next-generation effects.","This is how to [X technique] using AI, explained in [Y time]. Welcome back to another episode of [Z series], a series where I break down [content type]",Educational/Tutorial,Creator A-Roll,A-Roll - Slow Zoom,Full screen A-roll (in world),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/covacut/reel/DJN0OgcxivE/,Content Marketing,Education,2,2218165
Want to know how to do this text reveal? Let me show you how.,Want to know how to do this [X technique]? Let me show you how,Question,Creator in B-Roll,B-Roll - Quick Cuts,Full screen B-roll,None,No audio,https://www.instagram.com/artofinfluenceco/reel/C8l7SwwSJAW/,Content Marketing,Education,5,2212120
The most common problem Im seeing right now is theres a lot of homeowners who have got low interest rates and theyve built up a bunch of equity in their home.,The most common problem Im seeing right now is [X specific situation],Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/themortgagekitchen/reel/DHHp7tlyuIV/?hl=en,Content Marketing,Education,9,2209263
"For the next 30 days, I need you as delusional as possible.","For the next [X time], I need you as [Y mindset] as possible",Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/robthebank/reel/DKFRLPduL_k/,Content Marketing,Entertainment,8,2188732
Red flag alert. You do not want to work somewhere they call you family.,Red flag alert. You do not want to [X action] where [Y warning sign],Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),SFX only,https://www.instagram.com/codiesanchez/reel/DHglsNAJDIO/,Content Marketing,Education,2,2143479
"Today, Im going to show you how to apply better hierarchy to your design. Were going to go from this basic card to applying better visual hierarchy following Apples principles. Super!","Today, Im going to show you how to apply better [X concept] to your [Y work]. Were going to go from this basic [Z starting point] to applying better [improvement] following [authoritys] principles",Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in studio),Full screen B-roll",[X shocking thing],No audio,https://www.instagram.com/zanderwhitehurst/reel/C3Pn3NbLMiR/,Content Marketing,Education,5,2141286
"You know, I dont do ice bars. I dont do infrared saunas.","You know, I dont do [X trendy thing]. I dont do [Y trendy thing]",Contrarian/Negative,"Creator in B-Roll,Non-person B-Roll",B-Roll - Quick Cuts,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/tomnoske/reel/C-9q5PeyzTL/,Content Marketing,Education,2,2123186
"Should we be worried that you can take a picture of yourself, paste in any link, and create hundreds of videos of you talking about any product with any avatar or any animated character.",Should we be worried that you can [X simple process] and create [Y scalable output]?,Question,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Split screen A-roll + B-roll,None,Music + SFX,https://www.instagram.com/rourkeheath/reel/DITFFLLOH6u/,Tech,Entertainment,6,2115426
"So it sounds really counterintuitive, but one of the things you can do to save yourself the most money when youre buying a home is to not negotiate down the price of the home, right?","So it sounds really counterintuitive, but one of the things you can do to [X goal] is to [Y opposite action], right?",Contrarian/Negative,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in studio),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.instagram.com/themortgagekitchen/reel/C-RHXZTyX8K/?hl=en,Content Marketing,Education,10,2102429
Who needs a sugar daddy if you have this card? Its basically a social credit card,Who needs a [X traditional thing] if you have this [Y item]? Its basically a [Z modern equivalent],Contrarian/Negative,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,None,No audio,https://www.instagram.com/artofinfluenceco/reel/C7_hFybSunM/,Content Marketing,Entertainment,6,2089082
"I dont know who needs to hear this, but the idea that you can change your life by simply working harder is bullshit.","I dont know who needs to hear this, but the idea that [X belief] is bullshit",Contrarian/Negative,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - None","Full screen A-roll (in world),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.instagram.com/minolee.mp4/reel/C-4LxcRsC71/,Content Marketing,Entertainment,7,2076962
"Look, Adobe just released their new AI video model which turns your photos into full-blown ads in just a few clicks.","Look, [X company] just released their new [Y product] which turns your [Z input] into [output] in just a few clicks",Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Split screen A-roll + B-roll,None,Music + SFX,https://www.instagram.com/rourkeheath/reel/DF-bVSvN7J2/,Tech,Education,7,2072524
I just found an incredible tool for you.,I just found an incredible [X tool] for you,Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),Music + SFX,https://www.instagram.com/nomadatoast/reel/DEKNBmRNSJy/,Tech,Education,9,2065614
This is a shock value hook.,This is a [X type] hook,Educational/Tutorial,"Creator A-Roll,Example Videos","A-Roll - None,B-Roll - 3D Effect",Split screen A-roll + B-roll,Captions (repeat of spoken),SFX only,https://www.instagram.com/personalbrandlaunch/reel/DJT3cRDJqcR/,Content Marketing,Education,1,2053084
"You can take a basic product photo like this, generate amazing background montages and animate it with AI.","You can take a basic [X input], generate amazing [Y enhancements] and animate it with [Z]",Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),Music + SFX,https://www.instagram.com/nomadatoast/reel/C-7ht-VgKE_/,Tech,Education,10,2027606
"Im sorry, I dont know who needs to hear this, but this mindset will not make you successful.","Im sorry, I dont know who needs to hear this, but this [X mindset] will not make you successful",Contrarian/Negative,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),Music only,https://www.instagram.com/minolee.mp4/reel/C_J_NKjx978/,Content Marketing,Entertainment,8,2015476
Ive never understood dudes who spend their first real money on a supercar.,Ive never understood [X people] who [Y behavior],Contrarian/Negative,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Slow Zooms","Full screen A-roll (in studio),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.instagram.com/robthebank/reel/DJepzYROSEx/,Content Marketing,Entertainment,9,2000779
You ever notice how the people that always seem to be complaining never catch a break,You ever notice how the people that always [X behavior] never [Y outcome],Question,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Slow Zooms","Full screen A-roll (in studio),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.instagram.com/robthebank/reel/DHtxK3bOqeI/,Content Marketing,Entertainment,10,1971030
never record content on an iPhone until you change these settings.,Never [X action] on [Y device] until you change these settings,Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),SFX only,https://www.instagram.com/iamajene/reel/C2hfD1ktV57/,Content Marketing,Education,3,1967909
"As women hit middle age, we look better with a little bit of fat.","As [X group] hit [Y life stage], we [Z counterintuitive truth]",Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/codiesanchez/reel/DH1ueSgT_Lf/,Content Marketing,Education,3,1959737
"Are you losing hair? So this is a really good food herb if you lose hair, okay?","Are you [X problem]? So this is a really good [Y remedy] if you [X problem], okay?",Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),No audio,https://www.instagram.com/kunhealth/reel/DDck9EczaaF/,Content Marketing,Education,3,1926554
What has happened to Beyonce? Oh my God.,What has happened to [X celebrity]? Oh my God,Raw Shock,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/kunhealth/reel/CzEblq_MFzB/,Content Marketing,Education,4,1926433
"You guys voted for me to analyze Khloe Kardashians tongue, so here we go.","You guys voted for me to analyze [X celebritys] [Y body part], so here we go",Experimentation,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/kunhealth/reel/Cy55ODhuj9P/,Content Marketing,Education,5,1909031
"Stop adding colors to your UI. In less than 30 seconds, Im going to show you why using fewer colors is going to help your UI.","Stop adding [X element] to your [Y work]. In less than [Z time], Im going to show you why [counterintuitive approach] is going to help your [Y]",Contrarian/Negative,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Swipe Transitions","Full screen A-roll (in studio),Full screen B-roll",[X shocking thing],No audio,https://www.instagram.com/zanderwhitehurst/reel/C7yo_TjtaX_/,Content Marketing,Education,6,1901659
So this is my AI twin and I have trained it so that I can completely control my facial movements and I control the camera movement.,So this is my AI twin and I have trained it so that I can completely control [X capabilities],Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Split screen A-roll + B-roll,None,Music + SFX,https://www.instagram.com/rourkeheath/reel/DItFQLVArrn/,Tech,Entertainment,8,1900458
This might be the craziest AI update weve ever seen.,This might be the [X superlative] AI update weve ever seen,Raw Shock,"Creator A-Roll,Non-person B-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Split screen A-roll + B-roll,None,Music + SFX,https://www.instagram.com/rourkeheath/reel/DKmf4zrtyGF/,Tech,Entertainment,9,1900407
"Ive said it once and Ill say it again, changing your door hardware is gonna be one of the easiest ways to upscale any space.","Ive said it once and Ill say it again, [X action] is gonna be one of the easiest ways to [Y result]",Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/hansloreidesign/reel/C3V4H1so7u1/,Content Marketing,Education,4,1882232
This is why your brand needs to launch a social show.,This is why your [X] needs to launch a [Y],Secret Reveal,"Creator A-Roll,Image Screenshots,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/alexgarcia_atx/reel/DFHHhfqNts9/,Content Marketing,Education,1,1855350
"This video got over 200 million views and 1.4 million likes, all because of this tiny detail","This video got over [X numbers], all because of this tiny [Y]",Secret Reveal,Example Videos,B-roll - Text Overlays,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/peter.visuals/reel/DIoQ8NgyZeA/,Content Marketing,Education,2,1800410
I think all us marketers can agree that creating content across every channel is so time-consuming.,I think all us [X profession] can agree that [Y pain point] is so time-consuming,Contrarian/Negative,Creator in B-Roll,B-Roll - Quick Cuts,Full screen B-roll,Captions (repeat of spoken),No audio,https://www.tiktok.com/@samdespo/video/7417225188661611783,Content Marketing,Education,2,1800000
Rating brands marketing as high status or low status - running shoes.,Rating [X category]s [Y aspect] as [Z status] or [status] - [niche],Educational/Tutorial,"Creator A-Roll,Image Screenshots",A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),No audio,https://www.instagram.com/brian_blum/reel/DEdxtQgNWFA/,Content Marketing,Education,1,1740325
Heres how to draw on your videos just like this.,Heres how to [X technique] on your videos just like this,Educational/Tutorial,"Arrow/Highlights,Creator in B-Roll",B-Roll - None,Full screen B-roll,None,No audio,https://www.instagram.com/artofinfluenceco/reel/C8jt-nByQ5Z/,Content Marketing,Education,7,1737616
"Stop wasting time designing your portfolio. Designers waste so many weeks trying to create the perfect portfolio from scratch. Instead, I recommend heading to framer.com","Stop wasting time [X task]. [Y professionals] waste so many [Z time] trying to create the perfect [output] from scratch. Instead, I recommend [solution]",Contrarian/Negative,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Swipe Transitions","Full screen A-roll (in studio),Full screen B-roll",[X shocking thing],No audio,https://www.instagram.com/zanderwhitehurst/reel/C4IqyTwt0ie/,Content Marketing,Education,7,1729161
"All right, I wanna talk about the three levels of marketing. Today, were gonna talk about selling you a pen.","All right, I wanna talk about the [X number] levels of [Y topic]. Today, were gonna talk about [Z example]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),No audio,https://www.tiktok.com/@brandbosshq/video/7192652442931121450,Content Marketing,Education,2,1700000
"Stop adding backgrounds to cards. Im going to show you super fast where you can drop the background and border from your cards. And this technique is used by teams like Apple, Netflix, and Airbnb for their cards.",Stop adding [X element] to [Y component]. Im going to show you super fast where you can [Z technique]. And this technique is used by teams like [companies] for their [Y],Contrarian/Negative,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-Roll - Swipe Transitions","Full screen A-roll (in studio),Full screen B-roll",[X shocking thing],No audio,https://www.instagram.com/zanderwhitehurst/reel/C5QeamHtT44/,Content Marketing,Education,8,1694328
Look at this friggin thing right here. Heres what I love and what I hate about this side hustle.,Look at [X thing]. Heres what I love and what I hate about [X],Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/thekoerneroffice/reel/DIcmyALScrT/,Content Marketing,Education,4,1692695
Heres how to turn one shitty content idea,Heres how to turn one [X bad quality] [Y thing],Educational/Tutorial,Creator A-Roll,A-Roll - Slow Zoom,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/devinjatho/reel/CuegXRbgcPQ/,Content Marketing,Education,3,1675944
Do you have iron deficiency or anemia?,Do you have [X condition] or [Y condition]?,Question,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),No audio,https://www.instagram.com/kunhealth/reel/DBOeswMumze/,Content Marketing,Education,6,1670572
"Overhead lighting is murdering the vibe at your house. Instead, use layered lighting.","[X common thing] is murdering the vibe at your [Y place]. Instead, use [Z alternative]",Contrarian/Negative,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/hansloreidesign/reel/C6pCFm0oA3b/,Content Marketing,Education,5,1666772
"Look at this friggin thing right here. Youre gonna think Im an idiot for suggesting this, but hear me out.","Look at [X thing]. Youre gonna think Im [Y self-insult], but hear me out",Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/thekoerneroffice/reel/DI1oWReSN7V/,Content Marketing,Education,5,1654599
"So when my wife saw this picture and this phone case from Hailey Bieber, she audibly gasped.","So when my [X person] saw this [Y thing] from [Z celebrity], she audibly gasped",Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),No audio,https://www.instagram.com/shwinnabegobrand/reel/C3F2GfEu8HH/,Content Marketing,Education,3,1609625
"Over the last 10 years, the default look of 90% of homes, apartments, and retail was what Ill call the Apple Store aesthetic.","Over the last [X time], the default look of [Y percentage] of [Z places] was what Ill call the [brand] aesthetic",Comparison,"Creator A-Roll,Image Screenshots","A-Roll - None,B-Roll - Quick Cuts",Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),No audio,https://www.instagram.com/hansloreidesign/reel/DDqB7tNozPZ/,Content Marketing,Education,6,1609242
"Today, I spoke to the head of TikTok again and these are more of the latest tips to help you grow in 2024.","Today, I spoke to the head of [X platform] again and these are more of the latest tips to help you grow in [Y year]",Secret Reveal,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,[X subject] does [Y thing],No audio,https://www.tiktok.com/@samdespo/video/7322206525840166162,Content Marketing,Education,3,1600000
Generative AI will completely change how movies are made. Check this out.,[X technology] will completely change how [Y industry] are made. Check this out,Fortuneteller,Subject in B-Roll,B-Roll - None,Full screen B-roll,Captions (repeat of spoken),No audio,https://www.tiktok.com/@jimmyslags_/video/7197915438720896299,Tech,Education,2,1600000
"Cardi Bs tongue. If we look at this tongue, she has red on the tip of the tongue and also around","[X celebritys] [Y body part]. If we look at this [Y], [Z observation]",Experimentation,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/kunhealth/reel/DCe3L9ux_dN/,Content Marketing,Education,7,1594954
"Is it possible for a broke college student to make $100,000 a month?",Is it possible for a [X person] to [Y achievement]?,Question,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in world),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.instagram.com/minolee.mp4/reel/DFkNykWxPoe/,Content Marketing,Entertainment,9,1592340
Is there any way for money to buy you happiness?,Is there any way for [X] to [Y achieve goal]?,Question,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/codiesanchez/reel/DIE30Q0RvFq/,Content Marketing,Education,4,1590413
So I just paid and tested for all of the best AI video generation tools so that you dont have to.,So I just paid and tested for all of the best [X tools] so that you dont have to,Experimentation,"Arrow/Highlights,Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Split screen A-roll + B-roll,None,Music + SFX,https://www.instagram.com/rourkeheath/reel/DFPlpQzALmo/,Tech,Education,10,1575934
There are 4 websites that are completely free that every creator and editor needs to know.,There are [X number] websites that are completely free that every [Y audience] needs to know,Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),SFX only,https://www.instagram.com/iamajene/reel/DBhXZpfOV2y/,Content Marketing,Education,4,1575389
"What happens when you hang out in rooms with other people who have way more zeros is your problems are so small to them, often they can see into your future.",What happens when you [X situation] is [Y unexpected insight],Fortuneteller,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/codiesanchez/reel/DIy_L4mvpiI/,Content Marketing,Education,5,1558897
Finding it difficult to lose weight and always feel youre tired on the legs?,Finding it difficult to [X goal] and always feel [Y symptom]?,Question,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),No audio,https://www.instagram.com/kunhealth/reel/DE0c-C0JsfK/,Content Marketing,Education,8,1551416
Look at this frickin thing right here. You know why I love this video?,Look at [X thing]. You know why I love [X]?,Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/thekoerneroffice/reel/DJritwIyuy-/,Content Marketing,Education,6,1532561
"Right now, its 1.47am. Were gonna do work until 8am.","Right now, its [X time]. Were gonna [Y action] until [Z time]",Experimentation,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),Music only,https://www.instagram.com/minolee.mp4/reel/C-nurb6xlv5/,Content Marketing,Entertainment,10,1527953
Instagram is rolling out a huge update. Heres everything you need to know.,[X platform] is rolling out a huge update. Heres everything you need to know,Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),SFX only,https://www.instagram.com/rico.incarnati/reel/CzmAWhTRA0i/,Content Marketing,Education,3,1509085
"If you need to create a presentation, check out this tool because it does it using AI in seconds","If you need to create [X task], check out this tool because it does it using AI in seconds",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),[X subject] does [Y thing],No audio,https://www.tiktok.com/@jimmyslags_/video/7185965988364455214,Tech,Education,4,1500000
I dont blame you for not knowing all these updates that have happened over the past few weeks in the world of AI.,I dont blame you for not knowing all these updates that have happened over the past [X time] in the world of [Y],Contrarian/Negative,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in studio),Full screen B-roll",Captions (repeat of spoken),No audio,https://www.tiktok.com/@jimmyslags_/video/7237138652889992490,Tech,Education,3,1500000
There is nothing more painful than creating step-by-step guides with screenshots and text.,There is nothing more painful than creating [X content type],Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),[X subject] does [Y thing],No audio,https://www.tiktok.com/@samdespo/video/7262470916033006850,Content Marketing,Entertainment,4,1500000
Stop wasting hours editing your clips. Transform your videos instantly with AI.,Stop wasting hours [X task]. Transform your [Y content] instantly with [Z technology],Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/adamstewartmarketing/reel/C9UlbXWP0PU/,Content Marketing,Education,5,1489671
Have you ever noticed that most buildings that were designed in a computer look like they were designed in a computer? Not Jeff Shelton. Hes an architect in Santa Barbara known for his whimsical homes.,Have you ever noticed that most [X things] that were [Y created method] look like they were [Y created method]? Not [Z person]. Hes [profession] in [location] known for [unique quality],Contrarian/Negative,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/hansloreidesign/reel/C3duNT2IIkc/,Content Marketing,Entertainment,7,1412054
Did you know that anyone on the planet can go find your local sod supplier and buy a whole pallet full of sod for $220?,Did you know that anyone on the planet can [X accessible action] for [Y price]?,Question,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/thekoerneroffice/reel/DJSllwXTJD1/,Content Marketing,Education,7,1412040
This is the biggest fabric market in the world that every creative needs to see once in their lives,This is the [X superlative] [Y place] in the world that every [Z audience] needs to see once in their lives,Educational/Tutorial,Creator in B-Roll,"B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/orenmeetsworld/reel/C-sk6SfP2VE/,Content Marketing,Education,3,1404828
"The inheritance tax rate is 40%, but only 4% of estates in the UK actually pay it. And this is why, coming from a qualified accountant and a former investment banker.","The [X tax] rate is [Y percentage], but only [Z percentage] of [group] actually pay it. And this is why, coming from [credible sources]",Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),[X subject] does [Y thing],No audio,https://www.instagram.com/nischa.me/reel/C_lGW0gyutD/,Content Marketing,Education,8,1403801
So another AI company that you should be aware of is RunwayML. Think of it like Adobe except for beginners.,So another AI company that you should be aware of is [X company]. Think of it like [Y known brand] except for [Z audience],Secret Reveal,Subject in B-Roll,B-Roll - None,Full screen B-roll,None,Music only,https://www.tiktok.com/@jimmyslags_/video/7182974176259738926,Tech,Education,5,1400000
So this guy just decided to outsource his entire personal financial life to GPT-4.,So this guy just decided to outsource his entire [X life aspect] to [Y AI],Raw Shock,"Creator A-Roll,Image Screenshots",A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),SFX only,https://www.instagram.com/adamstewartmarketing/reel/CrvV4zkMth4/,Content Marketing,Education,6,1396462
"Before I got married, my mom asked me how I knew Elizabeth, my wife, was the one.","Before I [X life event], [Y person] asked me how I knew [Z personal detail]",Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/codiesanchez/reel/DHrUYVDTWdM/,Content Marketing,Education,6,1390275
"If youre not sure about a prompt, write what you think is a good prompt and then ask ChatGPT","If youre not sure about [X], [Y action] and then ask [Z]",Educational/Tutorial,"Creator A-Roll,Example Videos","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/personalbrandlaunch/reel/DIPeRwAJ3zw/,Content Marketing,Education,2,1388668
This coffee brand sold out six months of inventory in just 28 minutes.,This [X type] brand sold out [Y amount] of inventory in just [Z time],Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/brian_blum/reel/DFrHCuhtx12/,Content Marketing,Education,2,1386527
This creator Jeremy Kim is a master of Gen Z marketing.,This creator [X name] is a master of [Y niche],Secret Reveal,"Creator A-Roll,Subject in B-Roll",B-Roll - Quick Cuts,Full screen B-roll w/ A-roll overlaid,[X subject] does [Y thing],Music only,https://www.instagram.com/itsryanto/reel/C-kuOMPtbcX/,Content Marketing,Education,1,1378110
Heres an Instagram hack that most people dont know about.,Heres an [X platform] hack that most people dont know about,Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),SFX only,https://www.instagram.com/devinjatho/reel/ClAB1_tgCEd/,Content Marketing,Education,4,1353475
Three content trends that are performing in ads from film supply.,[X number] content trends that are performing in [Y] from [Z source],Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/orenmeetsworld/reel/DHTohFxpyra/,Content Marketing,Education,5,1325682
"Okay, because of this North Face ad I just accidentally ran 13 miles now when I run I like to think about random stuff","Okay, because of this [X brand] ad I just accidentally [Y extreme action]",Raw Shock,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),No audio,https://www.instagram.com/shwinnabegobrand/reel/DAB4fPWSYqx/,Content Marketing,Education,4,1307120
Do you realize that every video that you watch today is using this technique to keep you hooked? Its called Pope in the Pool and Im doing it right now.,Do you realize that every [X content] that you watch today is using this technique to keep you hooked? Its called [Y technique] and Im doing it right now,Question,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),Music only,https://www.instagram.com/viralvideo.club/reel/DFNiMQiubqS/,Content Marketing,Education,1,1300148
"Just when you think youve seen it all with AI, someone came out with a tool called Riz AI and it helps you unleash the power of infinite Riz. Wow.","Just when you think youve seen it all with AI, someone came out with a tool called [X] and it helps you [Y benefit]",Raw Shock,Subject in B-Roll,B-Roll - None,Full screen B-roll,Captions (repeat of spoken),No audio,https://www.tiktok.com/@jimmyslags_/video/7184551864468360490,Tech,Entertainment,6,1300000
"Why do big brands like Apple, Nike, Disney and McDonalds spend upwards of 7% of their top-line revenue on marketing?",Why do big brands like [X companies] spend upwards of [Y percentage] of their top-line revenue on [Z activity]?,Question,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-Roll - Swipe Transitions","Full screen A-roll (in studio),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.tiktok.com/@brandbosshq/video/7351830611268537630,Content Marketing,Education,3,1300000
"The way to always go with the car is buy it outright, if you can, secondhand and three to five year old. That is like the sweet spot where its depreciated enough at someone elses expense and it wont depreciate as much when you have it.",The way to always go with [X purchase] is [Y strategy]. That is like the sweet spot where [Z benefit explanation],Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),No audio,https://www.instagram.com/nischa.me/reel/C34msJQSqjL/,Content Marketing,Education,9,1289743
